City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,usogorsk,63.4106,48.6872,15.37,89,100,2.38,RU,1717873482
366,kayangel,8.0823,134.7173,29.12,73,100,4.77,PW,1717873323
367,hami,42.8,93.45,28.17,12,98,6.55,CN,1717873482
368,malpica,43.3228,-8.8105,15.19,78,100,7.31,ES,1717873482
369,sittwe,20.15,92.9,27.74,87,100,4.19,MM,1717873482
370,vilyuchinsk,52.9306,158.4028,12.15,72,100,3.94,RU,1717873257
371,al mindak,20.1588,41.2834,28.78,35,5,0.39,SA,1717873483
372,bonthe,7.5264,-12.505,26.64,84,74,4.24,SL,1717873388
373,flin flon,54.7682,-101.865,5.91,93,100,3.09,CA,1717873305
374,klaksvik,62.2266,-6.589,7.51,76,95,9.22,FO,1717873295
375,balkanabat,39.5108,54.3671,28.46,36,3,2.45,TM,1717873483
376,west bay,19.3667,-81.4167,26.04,97,75,7.2,KY,1717873483
377,kapa'a,22.0752,-159.319,26.22,77,11,1.34,US,1717873273
378,uturoa,-16.7333,-151.4333,26.59,79,95,3.87,PF,1717873261
379,san sebastian de la gomera,28.0916,-17.1133,24.2,64,100,3.09,ES,1717873484
380,pingzhuang,42.0372,119.2889,19.14,30,0,2.57,CN,1717873484
381,dawson creek,55.7666,-120.2362,7.8,66,100,5.14,CA,1717873312
382,ola,59.5833,151.2833,5.08,98,100,0.89,RU,1717873282
383,saint-leu,-21.15,55.2833,22.46,80,23,0.56,RE,1717873484
384,khenchela,35.4358,7.1433,29.01,18,100,5.25,DZ,1717873485
385,kill devil hills,36.0307,-75.676,29.0,56,0,3.09,US,1717873207
386,palencia,42.4167,-4.5,15.44,92,100,7.36,ES,1717873485
387,alenquer,-1.9417,-54.7383,27.29,87,98,2.98,BR,1717873272
388,moab,38.5733,-109.5498,36.45,18,0,3.95,US,1717873205
389,prince albert,53.2001,-105.7677,6.97,93,100,5.66,CA,1717873211
390,mancio lima,-7.6142,-72.8958,32.04,55,75,2.06,BR,1717873486
391,galeana,24.8333,-100.0667,26.03,40,95,0.61,MX,1717873486
392,nasiriyah,31.0521,46.261,40.32,8,0,2.42,IQ,1717873486
393,berrotaran,-32.451,-64.3887,22.35,45,100,6.74,AR,1717873486
394,iskateley,67.6803,53.1512,4.45,73,82,4.92,RU,1717873274
395,alva,56.1528,-3.8051,12.59,74,82,6.58,GB,1717873294
396,mimoso do sul,-21.0642,-41.3664,24.08,64,24,2.78,BR,1717873290
397,seven pagodas,12.6264,80.1722,29.5,75,100,9.05,IN,1717873473
398,ponta delgada,37.7333,-25.6667,20.4,83,75,5.14,PT,1717873487
399,thunder bay,48.4001,-89.3168,19.99,63,75,7.2,CA,1717873274
400,broken hill,-31.95,141.4333,7.6,84,0,1.31,AU,1717873315
401,brooks,50.5834,-111.8851,14.99,55,98,8.23,CA,1717873308
402,tartu,58.3806,26.7251,13.14,53,11,2.06,EE,1717873397
403,maraba,-5.3686,-49.1178,33.1,49,75,2.06,BR,1717873217
404,nadym,65.5333,72.5167,6.09,74,7,4.45,RU,1717873305
405,zakynthos,37.7914,20.8953,25.36,73,0,1.54,GR,1717873488
406,romanovka,51.7443,42.7527,16.54,86,4,2.44,RU,1717873488
407,new norfolk,-42.7826,147.0587,9.4,92,90,0.95,AU,1717873488
408,amos,48.5669,-78.1162,11.43,95,100,3.92,CA,1717873488
409,skeldon,5.8833,-57.1333,28.57,78,66,2.72,GY,1717873489
410,reo,12.3167,-2.4667,35.91,34,26,2.07,BF,1717873489
411,salinas,36.6777,-121.6555,22.52,73,20,4.63,US,1717873245
412,manta,-0.95,-80.7333,25.88,73,100,5.66,EC,1717873455
413,buala,-8.145,159.5921,27.19,84,60,2.11,SB,1717873489
414,paita,-5.0892,-81.1144,22.8,70,13,6.75,PE,1717873489
415,aksu,41.1231,80.2644,24.16,33,73,3.01,CN,1717873308
416,alakurtti,66.9672,30.3491,13.78,57,87,0.62,RU,1717873318
417,abrisham,32.558,51.5731,24.57,9,0,4.31,IR,1717873490
418,usinsk,65.9939,57.5281,2.82,85,3,4.92,RU,1717873337
419,wloclawek,52.6482,19.0678,19.37,69,0,4.75,PL,1717873490
420,lesogorsk,56.0458,99.5136,13.85,73,100,2.68,RU,1717873490
421,mandiana,10.6333,-8.6833,31.14,46,67,2.51,GN,1717873490
422,macapa,0.0389,-51.0664,28.99,79,75,5.14,BR,1717873455
423,nellore,14.4333,79.9667,27.95,79,100,1.06,IN,1717873491
424,hadibu,12.65,54.0333,28.63,78,76,6.85,YE,1717873275
425,mossendjo,-2.9506,12.7261,22.54,86,86,1.34,CG,1717873491
426,boa viagem,-5.1275,-39.7322,30.38,53,100,1.7,BR,1717873491
427,mont-dore,-22.2833,166.5833,23.89,99,100,2.34,NC,1717873491
428,isangel,-19.55,169.2667,24.06,83,75,2.57,VU,1717873291
429,wynyard,-41.0,145.7167,10.21,83,14,3.68,AU,1717873492
430,sidi okba,34.7451,5.8983,40.16,9,100,4.12,DZ,1717873492
431,norilsk,69.3535,88.2027,1.9,98,100,4.16,RU,1717873492
432,santa terezinha,-29.9002,-50.0904,18.89,86,32,4.22,BR,1717873312
433,bairnsdale,-37.8333,147.6167,10.59,91,58,2.63,AU,1717873493
434,kerikeri,-35.2268,173.9474,16.62,94,100,4.92,NZ,1717873273
435,naze,28.3667,129.4833,23.51,92,95,3.76,JP,1717873493
436,vattalkundu,10.1667,77.7667,25.44,83,100,1.69,IN,1717873493
437,khanty-mansiysk,61.0042,69.0019,16.06,48,0,3.0,RU,1717873493
438,kamikawa,43.84,142.7711,15.15,78,100,2.03,JP,1717873493
439,astaneh-ye ashrafiyeh,37.2596,49.9444,23.96,77,100,0.98,IR,1717873494
440,akureyri,65.6835,-18.0878,4.96,75,75,5.14,IS,1717873258
441,barakani,-12.1356,44.4317,25.84,75,3,5.13,KM,1717873494
442,kavieng,-2.5744,150.7967,27.97,79,10,3.85,PG,1717873494
443,gamagori,34.8333,137.2333,21.86,50,99,2.49,JP,1717873494
444,melekeok village,7.4957,134.6367,26.31,94,75,2.06,PW,1717873494
445,warman,52.3168,-106.5679,9.95,57,75,5.66,CA,1717873495
446,kenai,60.5544,-151.2583,13.9,65,100,6.69,US,1717873495
447,xanxere,-26.8769,-52.4042,25.06,57,89,2.29,BR,1717873495
448,greci,45.1833,28.2333,21.25,56,100,2.06,RO,1717873495
449,salinopolis,-0.6136,-47.3561,28.78,73,99,5.38,BR,1717873495
450,forney,32.7482,-96.4719,36.51,46,0,7.2,US,1717873213
451,salekhard,66.53,66.6019,0.78,80,24,3.13,RU,1717873340
452,mpanda,-6.3655,31.0409,18.46,50,5,0.57,TZ,1717873496
453,huarmey,-10.0681,-78.1522,22.27,69,13,4.33,PE,1717873496
454,kroya,-7.6331,109.2461,28.02,90,100,2.73,ID,1717873496
455,hovd,48.0056,91.6419,18.93,32,7,4.07,MN,1717873263
456,chos malal,-37.3781,-70.2709,19.17,27,100,7.3,AR,1717873497
457,muar,2.0442,102.5689,25.58,86,91,1.84,MY,1717873497
458,inhambane,-23.865,35.3833,20.0,68,40,5.36,MZ,1717873497
459,sungai raya,0.7,108.9,26.01,85,21,0.55,ID,1717873497
460,trancas,-26.2314,-65.2803,28.0,39,44,4.82,AR,1717873202
461,sumbawa besar,-8.5,117.4333,22.55,97,97,1.63,ID,1717873498
462,awjilah,29.1081,21.2869,28.88,38,0,8.61,LY,1717873389
463,berdigestyakh,62.0989,126.6992,9.96,68,0,0.78,RU,1717873290
464,manggar,-2.8833,108.2667,27.52,80,21,2.6,ID,1717873498
465,katsuura,35.1333,140.3,20.17,77,13,3.2,JP,1717873499
466,portland,45.5234,-122.6762,25.34,49,75,3.6,US,1717873092
467,mitha tiwana,32.2486,72.1108,33.88,23,0,2.74,PK,1717873499
468,akhtyrskiy,44.8546,38.3031,21.61,63,85,2.22,RU,1717873499
469,homer,59.6425,-151.5483,17.94,34,40,5.14,US,1717873499
470,verkhnevilyuysk,63.4453,120.3167,10.87,86,6,2.31,RU,1717873499
471,oktyabr'skiy,54.4815,53.471,18.83,96,100,3.58,RU,1717873500
472,mar del plata,-38.0023,-57.5575,14.49,97,100,7.15,AR,1717872819
473,dauphin,51.1494,-100.0502,16.08,48,75,11.83,CA,1717873500
474,la libertad,-2.2333,-80.9,24.81,73,40,3.6,EC,1717873500
475,manakara,-22.1333,48.0167,21.17,88,69,2.94,MG,1717873500
476,starotitarovskaya,45.2136,37.1439,19.26,72,98,4.8,RU,1717873500
477,queenstown,-31.8976,26.8753,8.26,66,6,0.88,ZA,1717873501
478,lermontov,44.1067,42.9733,19.68,76,100,1.0,RU,1717873501
479,prado,-17.3411,-39.2208,25.15,75,0,3.11,BR,1717873501
480,chui,-33.6971,-53.4616,19.24,91,100,2.72,UY,1717873292
481,igarka,67.4667,86.5833,5.01,92,100,4.02,RU,1717873502
482,santa cruz,-17.8,-63.1667,31.03,51,20,9.26,BO,1717873082
483,barra de santo antonio,-9.4047,-35.5072,26.6,81,4,4.05,BR,1717873293
484,ago-are,8.5,3.4167,27.06,66,98,1.14,NG,1717873502
485,grootfontein,-19.5667,18.1167,8.76,46,96,0.0,NA,1717873440
486,tobelo,1.7284,128.0095,26.37,80,100,2.0,ID,1717873503
487,ubari,26.5921,12.7805,31.34,12,0,3.98,LY,1717873503
488,verkhov'ye,52.8119,37.2425,15.76,80,100,2.31,RU,1717873504
489,rukungiri,-0.8411,29.9419,18.87,72,99,0.33,UG,1717873504
490,monte alegre,-2.0078,-54.0692,27.17,87,100,2.09,BR,1717873292
491,turtas,58.9417,69.1325,12.62,72,89,1.52,RU,1717873504
492,darfo boario terme,45.8835,10.1807,24.12,85,100,0.37,IT,1717873504
493,sona,45.4388,10.8255,26.03,73,75,2.06,IT,1717873505
494,moussoro,13.6408,16.4901,32.89,38,80,7.8,TD,1717873343
495,kharp,66.8014,65.8081,0.4,89,94,3.0,RU,1717873505
496,charters towers,-20.1,146.2667,10.32,52,0,3.06,AU,1717873505
497,tamanrasset,22.785,5.5228,32.95,11,40,1.03,DZ,1717873331
498,san fernando,15.0286,120.6898,27.85,89,91,1.03,PH,1717873337
499,inongo,-1.95,18.2667,24.91,65,42,0.18,CD,1717873261
500,yurga,55.7231,84.8861,14.27,99,16,3.91,RU,1717873506
501,zaozersk,69.4005,32.4476,3.5,90,99,8.02,RU,1717873506
502,aldinga beach,-35.2793,138.4604,12.02,84,69,4.79,AU,1717873506
503,ilomantsi,62.6716,30.9328,10.94,85,85,2.79,FI,1717873506
504,asind,25.7333,74.3333,32.07,32,81,2.81,IN,1717873506
505,abu zabad,12.35,29.25,27.61,55,81,7.31,SD,1717873507
506,corner brook,48.9667,-57.9484,19.09,61,40,2.0,CA,1717873416
507,qaisumah,28.3112,46.1273,37.98,10,0,0.0,SA,1717873330
508,san julian,21.0167,-102.1667,28.76,23,86,4.45,MX,1717873421
509,trinidad,-14.8333,-64.9,32.99,40,20,3.6,BO,1717873342
510,el bauga,18.262,33.9081,38.15,16,0,3.46,SD,1717873508
511,sandnessjoen,66.0217,12.6316,17.29,68,73,5.31,NO,1717873326
512,mokhsogollokh,61.4681,128.9203,10.13,73,7,0.4,RU,1717873508
513,sarakhs,36.5449,61.1577,31.7,16,5,3.13,IR,1717873329
514,el alto,-4.2714,-81.2147,24.81,63,41,9.04,PE,1717873508
515,grand falls-windsor,48.9332,-55.6649,15.84,80,86,1.34,CA,1717873421
516,as sulayyil,20.4607,45.5779,39.14,9,6,2.95,SA,1717873330
517,tvoroyri,61.5556,-6.8111,8.23,73,65,6.1,FO,1717873509
518,jiexiu,37.0244,111.9125,21.47,31,12,3.31,CN,1717873509
519,haiku-pauwela,20.9219,-156.3051,26.79,69,0,0.45,US,1717873274
520,brodnica,53.2597,19.3965,12.92,63,60,4.79,PL,1717873509
521,nizhnevartovsk,60.9344,76.5531,13.01,47,0,3.0,RU,1717873305
522,cadale,2.7603,46.3222,26.42,83,45,7.23,SO,1717873510
523,fuerte olimpo,-21.0415,-57.8738,35.3,22,100,5.22,PY,1717873510
524,tarazona,41.9,-1.7333,20.9,81,100,5.67,ES,1717873510
525,klimavichy,53.6135,31.9385,12.88,94,0,3.92,BY,1717873510
526,bagrationovsk,54.3871,20.6437,13.19,77,16,3.9,RU,1717873510
527,talcahuano,-36.7167,-73.1167,13.82,94,100,10.29,CL,1717873285
528,yotsukaido,35.65,140.1667,23.19,95,100,2.21,JP,1717873511
529,kormend,47.011,16.606,23.58,88,100,2.68,HU,1717873511
530,nikolayevsk-on-amure,53.1406,140.73,5.12,97,80,1.34,RU,1717873511
531,paracuru,-3.41,-39.0306,28.95,87,35,4.1,BR,1717873172
532,kara-balta,42.8142,73.8481,20.6,37,6,3.07,KG,1717873512
533,prymors'k,46.7348,36.3443,20.84,74,100,3.88,UA,1717873512
534,carrizo springs,28.5219,-99.8606,36.34,44,40,5.66,US,1717873512
535,korhogo,9.45,-5.6333,29.36,49,20,2.58,CI,1717873512
536,nizhneangarsk,55.7833,109.55,10.56,58,56,0.89,RU,1717873311
537,kolonia,50.9333,6.95,18.58,59,0,6.69,DE,1717873429
538,jabat,7.75,168.9751,28.37,80,93,7.46,MH,1717873513
539,smithers,54.7804,-127.1743,21.18,26,20,4.63,CA,1717873513
540,tadine,-21.55,167.8833,22.12,88,100,3.45,NC,1717873513
541,balakhta,55.38,91.6,14.96,96,100,2.57,RU,1717873513
542,snowflake,34.5134,-110.0785,31.98,8,100,7.83,US,1717873309
543,fenoarivo be,-18.4333,46.5667,14.31,63,3,2.1,MG,1717873514
544,tuscumbia,34.7312,-87.7025,30.87,43,0,3.6,US,1717873514
545,sarina,-21.4333,149.2167,10.9,1,0,2.43,AU,1717873514
546,conceicao da barra,-18.5933,-39.7322,25.16,69,20,3.5,BR,1717873239
547,mugia,43.1041,-9.2179,15.51,83,68,10.71,ES,1717873514
548,urucara,-2.5364,-57.76,29.08,82,100,1.99,BR,1717873514
549,weno,7.4515,151.8468,27.97,83,75,2.06,FM,1717873259
550,meadow lake,34.8014,-106.5436,35.17,14,100,2.1,US,1717873311
551,yusufeli,40.8204,41.5443,18.58,87,100,1.9,TR,1717873515
552,aba,5.1066,7.3667,26.79,93,100,3.15,NG,1717873239
553,bhimunipatnam,17.8833,83.4333,29.73,77,85,6.78,IN,1717873515
554,yeraliyev,43.2,51.65,24.08,52,80,3.1,KZ,1717873516
555,thohoyandou,-22.9456,30.485,14.57,57,98,4.16,ZA,1717873516
556,catemaco,18.4167,-95.1167,35.5,39,100,1.16,MX,1717873516
557,alta,69.9689,23.2717,9.59,81,75,2.57,NO,1717873516
558,kismayo,-0.3582,42.5454,26.39,79,53,7.1,SO,1717873516
559,kalmunai,7.4167,81.8167,27.08,79,100,6.14,LK,1717873516
560,kabompo,-13.5927,24.2008,18.5,34,12,2.71,ZM,1717873517
561,caluula,11.9661,50.7569,31.9,65,5,2.0,SO,1717873517
562,nema,57.5067,50.5011,15.37,86,97,1.14,RU,1717873517
563,vegreville,53.5001,-112.0518,7.97,83,100,6.17,CA,1717873348
564,teslic,44.6064,17.8597,18.4,95,99,3.39,BA,1717873517
565,lubang,13.8584,120.124,29.37,74,100,4.16,PH,1717873517
566,tsengel,49.4783,100.8894,13.17,54,100,1.03,MN,1717873518
567,lanzhou,36.0564,103.7922,18.47,53,100,1.69,CN,1717873518
568,midvagur,62.0511,-7.1939,7.46,81,75,8.75,FO,1717873269
569,kyzyl,51.7,94.45,18.9,57,75,3.13,RU,1717873518
570,la sarre,48.8002,-79.1996,13.2,82,100,3.15,CA,1717873450
571,pingliang,35.5392,106.6861,15.12,59,100,1.95,CN,1717873518
572,grand-lahou,5.1367,-5.0242,25.83,89,16,3.42,CI,1717873270
